A search for the stationary solution
---

15 parameters:
eps_0 = 2.00000000e-01
delta = 4.00000000e-02
l = 1.00000000e+00
Gamma = 1.00000000e+00
m = 5.00000000e-01
Phi_gradient = 0.00000000e+00
alpha = 0.00000000e+00
beta = 1.00000000e+00
r_power = 2
x_grid = 100
x_skip = 1
t_grid = 8192000
t_skip = 81920
width = 5.00000000e+00
duration = 6.00000000e+00
+

4.36369812e-01;5.64344736e-01;6.58265734e-01;7.29011406e-01;7.85106042e-01;8.30668416e-01;8.67965262e-01;8.98391168e-01;9.22911973e-01;9.42302665e-01;9.57287953e-01;9.68607103e-01;9.77001752e-01;9.83155997e-01;9.87643881e-01;9.90913342e-01;9.93298643e-01;9.95043491e-01;9.96323812e-01;9.97266273e-01;9.97962175e-01;9.98477516e-01;9.98860180e-01;9.99145036e-01;9.99357572e-01;9.99516487e-01;9.99635542e-01;9.99724896e-01;9.99792073e-01;9.99842654e-01;9.99880795e-01;9.99909594e-01;9.99931367e-01;9.99947847e-01;9.99960335e-01;9.99969807e-01;9.99976999e-01;9.99982465e-01;9.99986622e-01;9.99989787e-01;9.99992199e-01;9.99994037e-01;9.99995439e-01;9.99996510e-01;9.99997328e-01;9.99997953e-01;9.99998431e-01;9.99998797e-01;9.99999077e-01;9.99999292e-01;9.99999456e-01;9.99999582e-01;9.99999679e-01;9.99999753e-01;9.99999810e-01;9.99999854e-01;9.99999888e-01;9.99999914e-01;9.99999934e-01;9.99999949e-01;9.99999961e-01;9.99999970e-01;9.99999977e-01;9.99999982e-01;9.99999986e-01;9.99999989e-01;9.99999992e-01;9.99999994e-01;9.99999995e-01;9.99999996e-01;9.99999997e-01;9.99999998e-01;9.99999998e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.32198312e+00;-5.20175618e-02;1.51582274e-10
4.36369812e-01;5.64344736e-01;6.58265734e-01;7.29011406e-01;7.85106042e-01;8.30668416e-01;8.67965262e-01;8.98391168e-01;9.22911973e-01;9.42302665e-01;9.57287953e-01;9.68607103e-01;9.77001752e-01;9.83155997e-01;9.87643881e-01;9.90913342e-01;9.93298643e-01;9.95043491e-01;9.96323812e-01;9.97266273e-01;9.97962175e-01;9.98477516e-01;9.98860180e-01;9.99145036e-01;9.99357572e-01;9.99516487e-01;9.99635542e-01;9.99724896e-01;9.99792073e-01;9.99842654e-01;9.99880795e-01;9.99909594e-01;9.99931367e-01;9.99947847e-01;9.99960335e-01;9.99969807e-01;9.99976999e-01;9.99982465e-01;9.99986622e-01;9.99989787e-01;9.99992199e-01;9.99994037e-01;9.99995439e-01;9.99996510e-01;9.99997328e-01;9.99997953e-01;9.99998431e-01;9.99998797e-01;9.99999077e-01;9.99999292e-01;9.99999456e-01;9.99999582e-01;9.99999679e-01;9.99999753e-01;9.99999810e-01;9.99999854e-01;9.99999888e-01;9.99999914e-01;9.99999934e-01;9.99999949e-01;9.99999961e-01;9.99999970e-01;9.99999977e-01;9.99999982e-01;9.99999986e-01;9.99999989e-01;9.99999992e-01;9.99999994e-01;9.99999995e-01;9.99999996e-01;9.99999997e-01;9.99999998e-01;9.99999998e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.32198312e+00;-5.20175618e-02;1.51582274e-10
4.36369812e-01;5.64344736e-01;6.58265734e-01;7.29011406e-01;7.85106042e-01;8.30668416e-01;8.67965262e-01;8.98391168e-01;9.22911973e-01;9.42302665e-01;9.57287953e-01;9.68607103e-01;9.77001752e-01;9.83155997e-01;9.87643881e-01;9.90913342e-01;9.93298643e-01;9.95043491e-01;9.96323812e-01;9.97266273e-01;9.97962175e-01;9.98477516e-01;9.98860180e-01;9.99145036e-01;9.99357572e-01;9.99516487e-01;9.99635542e-01;9.99724896e-01;9.99792073e-01;9.99842654e-01;9.99880795e-01;9.99909594e-01;9.99931367e-01;9.99947847e-01;9.99960335e-01;9.99969807e-01;9.99976999e-01;9.99982465e-01;9.99986622e-01;9.99989787e-01;9.99992199e-01;9.99994037e-01;9.99995439e-01;9.99996510e-01;9.99997328e-01;9.99997953e-01;9.99998431e-01;9.99998797e-01;9.99999077e-01;9.99999292e-01;9.99999456e-01;9.99999582e-01;9.99999679e-01;9.99999753e-01;9.99999810e-01;9.99999854e-01;9.99999888e-01;9.99999914e-01;9.99999934e-01;9.99999949e-01;9.99999961e-01;9.99999970e-01;9.99999977e-01;9.99999982e-01;9.99999986e-01;9.99999989e-01;9.99999992e-01;9.99999994e-01;9.99999995e-01;9.99999996e-01;9.99999997e-01;9.99999998e-01;9.99999998e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.32198312e+00;-5.20175618e-02;1.51582274e-10
4.36369812e-01;5.64344736e-01;6.58265734e-01;7.29011406e-01;7.85106042e-01;8.30668416e-01;8.67965262e-01;8.98391168e-01;9.22911973e-01;9.42302665e-01;9.57287953e-01;9.68607103e-01;9.77001752e-01;9.83155997e-01;9.87643881e-01;9.90913342e-01;9.93298643e-01;9.95043491e-01;9.96323812e-01;9.97266273e-01;9.97962175e-01;9.98477516e-01;9.98860180e-01;9.99145036e-01;9.99357572e-01;9.99516487e-01;9.99635542e-01;9.99724896e-01;9.99792073e-01;9.99842654e-01;9.99880795e-01;9.99909594e-01;9.99931367e-01;9.99947847e-01;9.99960335e-01;9.99969807e-01;9.99976999e-01;9.99982465e-01;9.99986622e-01;9.99989787e-01;9.99992199e-01;9.99994037e-01;9.99995439e-01;9.99996510e-01;9.99997328e-01;9.99997953e-01;9.99998431e-01;9.99998797e-01;9.99999077e-01;9.99999292e-01;9.99999456e-01;9.99999582e-01;9.99999679e-01;9.99999753e-01;9.99999810e-01;9.99999854e-01;9.99999888e-01;9.99999914e-01;9.99999934e-01;9.99999949e-01;9.99999961e-01;9.99999970e-01;9.99999977e-01;9.99999982e-01;9.99999986e-01;9.99999989e-01;9.99999992e-01;9.99999994e-01;9.99999995e-01;9.99999996e-01;9.99999997e-01;9.99999998e-01;9.99999998e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.32198312e+00;-5.20175618e-02;1.51582274e-10
4.36369812e-01;5.64344736e-01;6.58265734e-01;7.29011406e-01;7.85106042e-01;8.30668416e-01;8.67965262e-01;8.98391168e-01;9.22911973e-01;9.42302665e-01;9.57287953e-01;9.68607103e-01;9.77001752e-01;9.83155997e-01;9.87643881e-01;9.90913342e-01;9.93298643e-01;9.95043491e-01;9.96323812e-01;9.97266273e-01;9.97962175e-01;9.98477516e-01;9.98860180e-01;9.99145036e-01;9.99357572e-01;9.99516487e-01;9.99635542e-01;9.99724896e-01;9.99792073e-01;9.99842654e-01;9.99880795e-01;9.99909594e-01;9.99931367e-01;9.99947847e-01;9.99960335e-01;9.99969807e-01;9.99976999e-01;9.99982465e-01;9.99986622e-01;9.99989787e-01;9.99992199e-01;9.99994037e-01;9.99995439e-01;9.99996510e-01;9.99997328e-01;9.99997953e-01;9.99998431e-01;9.99998797e-01;9.99999077e-01;9.99999292e-01;9.99999456e-01;9.99999582e-01;9.99999679e-01;9.99999753e-01;9.99999810e-01;9.99999854e-01;9.99999888e-01;9.99999914e-01;9.99999934e-01;9.99999949e-01;9.99999961e-01;9.99999970e-01;9.99999977e-01;9.99999982e-01;9.99999986e-01;9.99999989e-01;9.99999992e-01;9.99999994e-01;9.99999995e-01;9.99999996e-01;9.99999997e-01;9.99999998e-01;9.99999998e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.32198312e+00;-5.20175618e-02;1.51582274e-10
4.36369812e-01;5.64344736e-01;6.58265734e-01;7.29011406e-01;7.85106042e-01;8.30668416e-01;8.67965262e-01;8.98391168e-01;9.22911973e-01;9.42302665e-01;9.57287953e-01;9.68607103e-01;9.77001752e-01;9.83155997e-01;9.87643881e-01;9.90913342e-01;9.93298643e-01;9.95043491e-01;9.96323812e-01;9.97266273e-01;9.97962175e-01;9.98477516e-01;9.98860180e-01;9.99145036e-01;9.99357572e-01;9.99516487e-01;9.99635542e-01;9.99724896e-01;9.99792073e-01;9.99842654e-01;9.99880795e-01;9.99909594e-01;9.99931367e-01;9.99947847e-01;9.99960335e-01;9.99969807e-01;9.99976999e-01;9.99982465e-01;9.99986622e-01;9.99989787e-01;9.99992199e-01;9.99994037e-01;9.99995439e-01;9.99996510e-01;9.99997328e-01;9.99997953e-01;9.99998431e-01;9.99998797e-01;9.99999077e-01;9.99999292e-01;9.99999456e-01;9.99999582e-01;9.99999679e-01;9.99999753e-01;9.99999810e-01;9.99999854e-01;9.99999888e-01;9.99999914e-01;9.99999934e-01;9.99999949e-01;9.99999961e-01;9.99999970e-01;9.99999977e-01;9.99999982e-01;9.99999986e-01;9.99999989e-01;9.99999992e-01;9.99999994e-01;9.99999995e-01;9.99999996e-01;9.99999997e-01;9.99999998e-01;9.99999998e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.32198312e+00;-5.20175618e-02;1.51582274e-10
4.36369812e-01;5.64344736e-01;6.58265734e-01;7.29011406e-01;7.85106042e-01;8.30668416e-01;8.67965262e-01;8.98391168e-01;9.22911973e-01;9.42302665e-01;9.57287953e-01;9.68607103e-01;9.77001752e-01;9.83155997e-01;9.87643881e-01;9.90913342e-01;9.93298643e-01;9.95043491e-01;9.96323812e-01;9.97266273e-01;9.97962175e-01;9.98477516e-01;9.98860180e-01;9.99145036e-01;9.99357572e-01;9.99516487e-01;9.99635542e-01;9.99724896e-01;9.99792073e-01;9.99842654e-01;9.99880795e-01;9.99909594e-01;9.99931367e-01;9.99947847e-01;9.99960335e-01;9.99969807e-01;9.99976999e-01;9.99982465e-01;9.99986622e-01;9.99989787e-01;9.99992199e-01;9.99994037e-01;9.99995439e-01;9.99996510e-01;9.99997328e-01;9.99997953e-01;9.99998431e-01;9.99998797e-01;9.99999077e-01;9.99999292e-01;9.99999456e-01;9.99999582e-01;9.99999679e-01;9.99999753e-01;9.99999810e-01;9.99999854e-01;9.99999888e-01;9.99999914e-01;9.99999934e-01;9.99999949e-01;9.99999961e-01;9.99999970e-01;9.99999977e-01;9.99999982e-01;9.99999986e-01;9.99999989e-01;9.99999992e-01;9.99999994e-01;9.99999995e-01;9.99999996e-01;9.99999997e-01;9.99999998e-01;9.99999998e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.32198312e+00;-5.20175618e-02;1.51582274e-10
4.36369812e-01;5.64344736e-01;6.58265734e-01;7.29011406e-01;7.85106042e-01;8.30668416e-01;8.67965262e-01;8.98391168e-01;9.22911973e-01;9.42302665e-01;9.57287953e-01;9.68607103e-01;9.77001752e-01;9.83155997e-01;9.87643881e-01;9.90913342e-01;9.93298643e-01;9.95043491e-01;9.96323812e-01;9.97266273e-01;9.97962175e-01;9.98477516e-01;9.98860180e-01;9.99145036e-01;9.99357572e-01;9.99516487e-01;9.99635542e-01;9.99724896e-01;9.99792073e-01;9.99842654e-01;9.99880795e-01;9.99909594e-01;9.99931367e-01;9.99947847e-01;9.99960335e-01;9.99969807e-01;9.99976999e-01;9.99982465e-01;9.99986622e-01;9.99989787e-01;9.99992199e-01;9.99994037e-01;9.99995439e-01;9.99996510e-01;9.99997328e-01;9.99997953e-01;9.99998431e-01;9.99998797e-01;9.99999077e-01;9.99999292e-01;9.99999456e-01;9.99999582e-01;9.99999679e-01;9.99999753e-01;9.99999810e-01;9.99999854e-01;9.99999888e-01;9.99999914e-01;9.99999934e-01;9.99999949e-01;9.99999961e-01;9.99999970e-01;9.99999977e-01;9.99999982e-01;9.99999986e-01;9.99999989e-01;9.99999992e-01;9.99999994e-01;9.99999995e-01;9.99999996e-01;9.99999997e-01;9.99999998e-01;9.99999998e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.32198312e+00;-5.20175618e-02;1.51582274e-10
4.36369812e-01;5.64344736e-01;6.58265734e-01;7.29011406e-01;7.85106042e-01;8.30668416e-01;8.67965262e-01;8.98391168e-01;9.22911973e-01;9.42302665e-01;9.57287953e-01;9.68607103e-01;9.77001752e-01;9.83155997e-01;9.87643881e-01;9.90913342e-01;9.93298643e-01;9.95043491e-01;9.96323812e-01;9.97266273e-01;9.97962175e-01;9.98477516e-01;9.98860180e-01;9.99145036e-01;9.99357572e-01;9.99516487e-01;9.99635542e-01;9.99724896e-01;9.99792073e-01;9.99842654e-01;9.99880795e-01;9.99909594e-01;9.99931367e-01;9.99947847e-01;9.99960335e-01;9.99969807e-01;9.99976999e-01;9.99982465e-01;9.99986622e-01;9.99989787e-01;9.99992199e-01;9.99994037e-01;9.99995439e-01;9.99996510e-01;9.99997328e-01;9.99997953e-01;9.99998431e-01;9.99998797e-01;9.99999077e-01;9.99999292e-01;9.99999456e-01;9.99999582e-01;9.99999679e-01;9.99999753e-01;9.99999810e-01;9.99999854e-01;9.99999888e-01;9.99999914e-01;9.99999934e-01;9.99999949e-01;9.99999961e-01;9.99999970e-01;9.99999977e-01;9.99999982e-01;9.99999986e-01;9.99999989e-01;9.99999992e-01;9.99999994e-01;9.99999995e-01;9.99999996e-01;9.99999997e-01;9.99999998e-01;9.99999998e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.32198312e+00;-5.20175618e-02;1.51582274e-10
4.36369812e-01;5.64344736e-01;6.58265734e-01;7.29011406e-01;7.85106042e-01;8.30668416e-01;8.67965262e-01;8.98391168e-01;9.22911973e-01;9.42302665e-01;9.57287953e-01;9.68607103e-01;9.77001752e-01;9.83155997e-01;9.87643881e-01;9.90913342e-01;9.93298643e-01;9.95043491e-01;9.96323812e-01;9.97266273e-01;9.97962175e-01;9.98477516e-01;9.98860180e-01;9.99145036e-01;9.99357572e-01;9.99516487e-01;9.99635542e-01;9.99724896e-01;9.99792073e-01;9.99842654e-01;9.99880795e-01;9.99909594e-01;9.99931367e-01;9.99947847e-01;9.99960335e-01;9.99969807e-01;9.99976999e-01;9.99982465e-01;9.99986622e-01;9.99989787e-01;9.99992199e-01;9.99994037e-01;9.99995439e-01;9.99996510e-01;9.99997328e-01;9.99997953e-01;9.99998431e-01;9.99998797e-01;9.99999077e-01;9.99999292e-01;9.99999456e-01;9.99999582e-01;9.99999679e-01;9.99999753e-01;9.99999810e-01;9.99999854e-01;9.99999888e-01;9.99999914e-01;9.99999934e-01;9.99999949e-01;9.99999961e-01;9.99999970e-01;9.99999977e-01;9.99999982e-01;9.99999986e-01;9.99999989e-01;9.99999992e-01;9.99999994e-01;9.99999995e-01;9.99999996e-01;9.99999997e-01;9.99999998e-01;9.99999998e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.32198312e+00;-5.20175618e-02;1.51582274e-10
4.36369812e-01;5.64344736e-01;6.58265734e-01;7.29011406e-01;7.85106042e-01;8.30668416e-01;8.67965262e-01;8.98391168e-01;9.22911973e-01;9.42302665e-01;9.57287953e-01;9.68607103e-01;9.77001752e-01;9.83155997e-01;9.87643881e-01;9.90913342e-01;9.93298643e-01;9.95043491e-01;9.96323812e-01;9.97266273e-01;9.97962175e-01;9.98477516e-01;9.98860180e-01;9.99145036e-01;9.99357572e-01;9.99516487e-01;9.99635542e-01;9.99724896e-01;9.99792073e-01;9.99842654e-01;9.99880795e-01;9.99909594e-01;9.99931367e-01;9.99947847e-01;9.99960335e-01;9.99969807e-01;9.99976999e-01;9.99982465e-01;9.99986622e-01;9.99989787e-01;9.99992199e-01;9.99994037e-01;9.99995439e-01;9.99996510e-01;9.99997328e-01;9.99997953e-01;9.99998431e-01;9.99998797e-01;9.99999077e-01;9.99999292e-01;9.99999456e-01;9.99999582e-01;9.99999679e-01;9.99999753e-01;9.99999810e-01;9.99999854e-01;9.99999888e-01;9.99999914e-01;9.99999934e-01;9.99999949e-01;9.99999961e-01;9.99999970e-01;9.99999977e-01;9.99999982e-01;9.99999986e-01;9.99999989e-01;9.99999992e-01;9.99999994e-01;9.99999995e-01;9.99999996e-01;9.99999997e-01;9.99999998e-01;9.99999998e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.32198312e+00;-5.20175618e-02;1.51582274e-10
4.36369812e-01;5.64344736e-01;6.58265734e-01;7.29011406e-01;7.85106042e-01;8.30668416e-01;8.67965262e-01;8.98391168e-01;9.22911973e-01;9.42302665e-01;9.57287953e-01;9.68607103e-01;9.77001752e-01;9.83155997e-01;9.87643881e-01;9.90913342e-01;9.93298643e-01;9.95043491e-01;9.96323812e-01;9.97266273e-01;9.97962175e-01;9.98477516e-01;9.98860180e-01;9.99145036e-01;9.99357572e-01;9.99516487e-01;9.99635542e-01;9.99724896e-01;9.99792073e-01;9.99842654e-01;9.99880795e-01;9.99909594e-01;9.99931367e-01;9.99947847e-01;9.99960335e-01;9.99969807e-01;9.99976999e-01;9.99982465e-01;9.99986622e-01;9.99989787e-01;9.99992199e-01;9.99994037e-01;9.99995439e-01;9.99996510e-01;9.99997328e-01;9.99997953e-01;9.99998431e-01;9.99998797e-01;9.99999077e-01;9.99999292e-01;9.99999456e-01;9.99999582e-01;9.99999679e-01;9.99999753e-01;9.99999810e-01;9.99999854e-01;9.99999888e-01;9.99999914e-01;9.99999934e-01;9.99999949e-01;9.99999961e-01;9.99999970e-01;9.99999977e-01;9.99999982e-01;9.99999986e-01;9.99999989e-01;9.99999992e-01;9.99999994e-01;9.99999995e-01;9.99999996e-01;9.99999997e-01;9.99999998e-01;9.99999998e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.32198312e+00;-5.20175618e-02;1.51582274e-10
4.36369812e-01;5.64344736e-01;6.58265734e-01;7.29011406e-01;7.85106042e-01;8.30668416e-01;8.67965262e-01;8.98391168e-01;9.22911973e-01;9.42302665e-01;9.57287953e-01;9.68607103e-01;9.77001752e-01;9.83155997e-01;9.87643881e-01;9.90913342e-01;9.93298643e-01;9.95043491e-01;9.96323812e-01;9.97266273e-01;9.97962175e-01;9.98477516e-01;9.98860180e-01;9.99145036e-01;9.99357572e-01;9.99516487e-01;9.99635542e-01;9.99724896e-01;9.99792073e-01;9.99842654e-01;9.99880795e-01;9.99909594e-01;9.99931367e-01;9.99947847e-01;9.99960335e-01;9.99969807e-01;9.99976999e-01;9.99982465e-01;9.99986622e-01;9.99989787e-01;9.99992199e-01;9.99994037e-01;9.99995439e-01;9.99996510e-01;9.99997328e-01;9.99997953e-01;9.99998431e-01;9.99998797e-01;9.99999077e-01;9.99999292e-01;9.99999456e-01;9.99999582e-01;9.99999679e-01;9.99999753e-01;9.99999810e-01;9.99999854e-01;9.99999888e-01;9.99999914e-01;9.99999934e-01;9.99999949e-01;9.99999961e-01;9.99999970e-01;9.99999977e-01;9.99999982e-01;9.99999986e-01;9.99999989e-01;9.99999992e-01;9.99999994e-01;9.99999995e-01;9.99999996e-01;9.99999997e-01;9.99999998e-01;9.99999998e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.32198312e+00;-5.20175618e-02;1.51582274e-10
4.36369812e-01;5.64344736e-01;6.58265734e-01;7.29011406e-01;7.85106042e-01;8.30668416e-01;8.67965262e-01;8.98391168e-01;9.22911973e-01;9.42302665e-01;9.57287953e-01;9.68607103e-01;9.77001752e-01;9.83155997e-01;9.87643881e-01;9.90913342e-01;9.93298643e-01;9.95043491e-01;9.96323812e-01;9.97266273e-01;9.97962175e-01;9.98477516e-01;9.98860180e-01;9.99145036e-01;9.99357572e-01;9.99516487e-01;9.99635542e-01;9.99724896e-01;9.99792073e-01;9.99842654e-01;9.99880795e-01;9.99909594e-01;9.99931367e-01;9.99947847e-01;9.99960335e-01;9.99969807e-01;9.99976999e-01;9.99982465e-01;9.99986622e-01;9.99989787e-01;9.99992199e-01;9.99994037e-01;9.99995439e-01;9.99996510e-01;9.99997328e-01;9.99997953e-01;9.99998431e-01;9.99998797e-01;9.99999077e-01;9.99999292e-01;9.99999456e-01;9.99999582e-01;9.99999679e-01;9.99999753e-01;9.99999810e-01;9.99999854e-01;9.99999888e-01;9.99999914e-01;9.99999934e-01;9.99999949e-01;9.99999961e-01;9.99999970e-01;9.99999977e-01;9.99999982e-01;9.99999986e-01;9.99999989e-01;9.99999992e-01;9.99999994e-01;9.99999995e-01;9.99999996e-01;9.99999997e-01;9.99999998e-01;9.99999998e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;9.99999999e-01;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.00000000e+00;1.32198312e+00;-5.20175618e-02;1.51582274e-10
